"","size_f","size.length.um.used.for.conversions","shape","polymer","particle.volume.um3","density.mg.um.3","organism.group","environment","bio.org","treatments","effect","effect_f","effect_10","exposure.duration.d","exposure.route","media.temp","lvl1_f","lvl2_f","dose.mg.L.master","sex","media.ph","media.sal.ppt","dose.particles.mL.master","effect.metric","functional.group","charge","zetapotential.mV","max.size.ingest.mm","acute.chronic_f","dose.mg.L.master.AF.noec","dose.particles.mL.master.AF.noec","dose.um3.mL.master","effect.score"
"1630","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",10,NA,NA,NA,2491190212,"NOEC",NA,"negative",-31.1,0.11487,"Acute",10,2491190212,9523810.21571515,6
"1631","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",20,NA,NA,NA,4982380424,"LOEC",NA,"negative",-31.1,0.11487,"Acute",40,9964760848,19047620.4314303,6
"1632","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",30,NA,NA,NA,7473570635,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,28571430.6433225,6
"1633","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,4761905.10785758,6
"1634","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,4761905.10785758,6
"1635","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,4761905.10785758,6
"1636","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,4761905.10785758,6
"1637","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,"HONEC",NA,"negative",-31.1,0.11487,"Acute",5,1245595106,4761905.10785758,6
"1638","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",1,NA,NA,NA,249119021.2,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,952381.021571515,6
"1639","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"N","N",0,2,"water",21,"Fitness","Mortality",5,NA,NA,NA,1245595106,"NOEC",NA,"negative",-31.1,0.11487,"Acute",5,1245595106,4761905.10785758,6
"1640","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",10,NA,NA,NA,2491190212,"LOEC",NA,"negative",-31.1,0.11487,"Acute",20,4982380424,9523810.21571515,6
"1641","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",20,NA,NA,NA,4982380424,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,19047620.4314303,6
"1642","100nm < 1µm",0.194,"sphere","PS",0.003822996,1.05e-09,"Crustacea","Freshwater","organism",5,"Y","Y",1,2,"water",21,"Fitness","Mortality",30,NA,NA,NA,7473570635,NA,NA,"negative",-31.1,0.11487,"Acute",NA,NA,28571430.6433225,6
"1643","1µm < 100µm",55,"fragment","PMMA",13938.19941,NA,"Crustacea","Marine","organism",1,"N","N",0,8,"food",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,32,NA,"HONEC",NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1644","1µm < 100µm",55,"fragment","PMMA",13938.19941,NA,"Crustacea","Marine","subcell",1,"Y","Y",1,8,"food",15,"Alimentary, Excretory","Digestive Enzymes",NA,NA,NA,32,NA,"LOEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1645","1µm < 100µm",55,"fragment","PMMA",13938.19941,NA,"Crustacea","Marine","subcell",1,"Y","Y",1,8,"food",15,"Alimentary, Excretory","Digestive Enzymes",NA,NA,NA,32,NA,"LOEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1646","1µm < 100µm",55,"fragment","PMMA",13938.19941,NA,"Crustacea","Marine","subcell",1,"N","N",0,8,"food",15,"Alimentary, Excretory","Digestive Enzymes",NA,NA,NA,32,NA,"HONEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1647","1µm < 100µm",55,"fragment","PMMA",13938.19941,NA,"Crustacea","Marine","subcell",1,"N","N",0,8,"food",15,"Alimentary, Excretory","Digestive Enzymes",NA,NA,NA,32,NA,"HONEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1648","1µm < 100µm",55,"fragment","PMMA",13938.19941,NA,"Crustacea","Marine","subcell",1,"Y","Y",1,8,"food",15,"Alimentary, Excretory","Digestive Enzymes",NA,NA,NA,32,NA,"LOEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1649","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1650","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1651","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1652","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1653","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1654","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1655","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1656","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1657","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1658","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",15,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,"HONEC",NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1659","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",15,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,"LOEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1660","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",15,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1661","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",15,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1662","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1663","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1664","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1665","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1666","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1667","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1668","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1669","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1670","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1671","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",9,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,"HONEC",NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1672","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",9,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,"LOEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1673","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",9,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1674","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",9,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1675","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1676","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1677","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1678","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1679","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1680","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1681","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1682","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1683","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1684","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",10,"N","N",0,1,"water",19,"Behavioral, Sensory, Neurological","Feeding",NA,NA,NA,NA,NA,"HONEC",NA,NA,NA,NA,"Acute",NA,NA,NA,2
"1685","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",19,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,"LOEC",NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1686","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",19,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1687","1µm < 100µm",40.2,"sphere","PMMA",34015.49393,1.19e-09,"Crustacea","Freshwater","organism",3,"Y","Y",1,1,"water",19,"Circulatory, Respiratory","Respiration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acute",NA,NA,NA,1
"1688","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","cell",1,"N","N",0,78,"water",24,"Fitness","Growth",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1689","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","cell",1,"Y","Y",1,78,"water",24,"Fitness","Growth",1000,NA,NA,NA,39.77216404,"LOEC",NA,NA,NA,NA,"Chronic",2000,79.54432808,1142857142.72354,1
"1690","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"Y","Y",1,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,37.21993961,"LOEC",NA,NA,NA,NA,"Chronic",2000,74.43987922,1069518716.46326,1
"1691","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1692","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1693","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1694","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1695","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1696","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1697","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1698","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1699","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1700","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1701","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Photosynthesis",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1702","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Oxidative Stress",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1703","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Oxidative Stress",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1704","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Oxidative Stress",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1705","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Oxidative Stress",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1706","100µm < 1mm",700,"fragment","PE",28735100.8,9.35e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Oxidative Stress",1000,NA,NA,NA,37.21993961,"HONEC",NA,NA,NA,NA,"Chronic",1000,37.21993961,1069518716.46326,1
"1707","100µm < 1mm",700,"fragment","PP",28735100.8,8.75e-10,"Algae","Freshwater","subcell",1,"N","N",0,45,"water",24,"Metabolism","Oxidative Stress",1000,NA,NA,NA,39.77216404,"HONEC",NA,NA,NA,NA,"Chronic",1000,39.77216404,1142857142.72354,1
"1708","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",6,NA,7.8,32,85675931982,NA,NA,NA,NA,NA,"Acute",NA,NA,5603205.9516228,6
"1709","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",13,NA,7.8,32,1.86e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,12164400,6
"1710","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",31,NA,7.8,32,4.43e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,28972200,6
"1711","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",63,NA,7.8,32,9e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,58860000,6
"1712","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",187,NA,7.8,32,2.67e+12,NA,NA,NA,NA,NA,"Acute",NA,NA,174618000,6
"1713","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",250,NA,7.8,32,3.57e+12,NA,NA,NA,NA,NA,"Acute",NA,NA,233478000,6
"1714","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",6,"N","N",0,4,"water",20,"Fitness","Mortality",313,NA,7.8,32,4.47e+12,"HONEC",NA,NA,NA,NA,"Acute",313,4.47e+12,292338000,6
"1715","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"N","N",0,14,"water",20,"Fitness","Mortality",0.125,NA,7.8,32,1784915250,"NOEC",NA,NA,NA,NA,"Acute",0.125,1784915250,116733.45735,6
"1716","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"Y","Y",1,14,"water",20,"Fitness","Mortality",1.25,NA,7.8,32,17849152496,"LOEC",NA,NA,NA,NA,"Acute",2.5,35698304992,1167334.5732384,6
"1717","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"Y","Y",1,14,"water",20,"Fitness","Mortality",12.5,NA,7.8,32,1.78e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,11641200,6
"1718","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"Y","Y",1,14,"water",20,"Fitness","Mortality",25,NA,7.8,32,3.57e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,23347800,6
"1719","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"N","N",0,14,"water",20,"Fitness","Mortality",0.125,NA,7.8,32,1784915250,"NOEC",NA,NA,NA,NA,"Acute",0.125,1784915250,116733.45735,6
"1720","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"Y","Y",1,14,"water",20,"Fitness","Mortality",1.25,NA,7.8,32,17849152496,"LOEC",NA,NA,NA,NA,"Acute",2.5,35698304992,1167334.5732384,6
"1721","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"Y","Y",1,14,"water",20,"Fitness","Mortality",12.5,NA,7.8,32,1.78e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,11641200,6
"1722","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",4,"Y","Y",1,14,"water",20,"Fitness","Mortality",25,NA,7.8,32,3.57e+11,NA,NA,NA,NA,NA,"Acute",NA,NA,23347800,6
"1723","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",2,"N","N",0,14,"water",20,"Fitness","Development",0.125,NA,7.8,32,1784915250,"NOEC",NA,NA,NA,NA,"Acute",0.125,1784915250,116733.45735,3
"1724","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",2,"Y","Y",1,14,"water",20,"Fitness","Development",1.25,NA,7.8,32,17849152496,"LOEC",NA,NA,NA,NA,"Acute",2.5,35698304992,1167334.5732384,3
"1725","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",2,"N","N",0,14,"water",20,"Fitness","Development",0.125,NA,7.8,32,1784915250,"NOEC",NA,NA,NA,NA,"Acute",0.125,1784915250,116733.45735,3
"1726","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",2,"Y","Y",1,14,"water",20,"Fitness","Development",1.25,NA,7.8,32,17849152496,"LOEC",NA,NA,NA,NA,"Acute",2.5,35698304992,1167334.5732384,3
"1727","1nm < 100nm",0.05,"sphere","PS",6.54e-05,1.07e-09,"Crustacea","Marine","organism",2,"N","N",0,14,"water",20,"Fitness","Development",0.125,NA,7.8,32,1784915250,NA,NA,NA,NA,NA,"Acute",NA,NA,116733.45735,3
