"","size_f","size.length.um.used.for.conversions","shape","polymer","particle.volume.um3","density.mg.um.3","organism.group","environment","bio.org","treatments","effect","effect_f","effect_10","exposure.duration.d","exposure.route","media.temp","lvl1_f","lvl2_f","dose.mg.L.master","sex","media.ph","media.sal.ppt","dose.particles.mL.master","effect.metric","functional.group","charge","zetapotential.mV","max.size.ingest.mm","acute.chronic_f","dose.mg.L.master.AF.noec","dose.particles.mL.master.AF.noec","dose.um3.mL.master","effect.score"
"2380","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2381","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2382","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,6
"2383","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,6
"2384","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,6
"2385","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,6
"2386","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,6
"2387","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,0.112,"Chronic",NA,NA,NA,6
"2388","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2389","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2390","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2391","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2392","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2393","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2394","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2395","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2396","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2397","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2398","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2399","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2400","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2401","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,6
"2402","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2403","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2404","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2405","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2406","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2407","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2408","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Mortality",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Unavailable",NA,NA,NA,6
"2409","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2410","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2411","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2412","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2413","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2414","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2415","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Reproduction",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Unavailable",NA,NA,NA,4
"2416","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2417","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2418","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"NOEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2419","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"Y","Y",1,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"LOEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2420","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"Y","Y",1,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2421","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"Y","Y",1,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2422","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"Y","Y",1,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2423","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,NA,NA,NA,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"EC50",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2424","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,3
"2425","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,3
"2426","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,3
"2427","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,3
"2428","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,3
"2429","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,0.112,"Chronic",NA,NA,NA,3
"2430","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2431","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2432","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2433","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2434","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2435","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2436","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2437","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2438","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2439","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2440","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2441","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2442","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2443","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Mollusca","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,3
"2444","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2445","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2446","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2447","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2448","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2449","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2450","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2451","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2452","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2453","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2454","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2455","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2456","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2457","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Annelida","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Fitness","Body Condition",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Unavailable",NA,NA,NA,3
"2458","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2459","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2460","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2461","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2462","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2463","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2464","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",7,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,NA,"Chronic",NA,NA,NA,2
"2465","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,2
"2466","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,2
"2467","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,2
"2468","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,2
"2469","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,NA,NA,NA,NA,0.112,"Chronic",NA,NA,NA,2
"2470","1µm < 100µm",36,"fragment","PS",3908.643916,1.07e-09,"Crustacea","Freshwater","organism",6,"N","N",0,28,"sediment",16,"Behavioral, Sensory, Neurological","Feeding",NA,NA,7.3,NA,NA,"HONEC",NA,NA,NA,0.112,"Chronic",NA,NA,NA,2
"2471","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Abundance",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2472","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Abundance",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2473","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Abundance",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2474","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Abundance",NA,NA,8.5,NA,NA,"HONEC","COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2475","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2476","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2477","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2478","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,"HONEC","COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2479","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2480","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2481","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,NA,"COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2482","1nm < 100nm",0.0963,"sphere","PS",0.000467603,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Diversity",NA,NA,8.5,NA,NA,"HONEC","COOH",NA,NA,NA,"Unavailable",NA,NA,NA,1
"2483","100µm < 1mm",227.7,"fragment","PS",989025.9729,1.07e-09,"Mixed","Freshwater","population",4,"N","N",0,450,"sediment",20.1,"Community","Abundance",NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,"Unavailable",NA,NA,NA,1
